level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	50	1	1	1	682	590	37	1	27.238373	—
2	1	51	0	0	0	116	547	122	61	-1	
3	1	51	1	0	0	116	547	122	61	-1	
4	1	51	1	1	0	116	547	122	61	-1	
5	1	51	1	1	1	116	584	24	24	39.024750	>»
5	1	51	1	1	2	180	547	58	55	0.000000	BS
2	1	52	0	0	0	569	604	325	21	-1	
3	1	52	1	0	0	569	604	325	21	-1	
4	1	52	1	1	0	569	604	325	21	-1	
5	1	52	1	1	1	569	604	57	21	61.059212	Ons:
5	1	52	1	1	2	645	606	87	18	38.401257	TWEE
5	1	52	1	1	3	742	606	79	18	0.000000	Hee
5	1	52	1	1	4	832	606	62	18	34.361290	(a)
2	1	53	0	0	0	180	628	161	19	-1	
3	1	53	1	0	0	180	628	161	19	-1	
4	1	53	1	1	0	180	628	161	19	-1	
5	1	53	1	1	1	180	628	117	19	33.522789	|
