level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	39	0	0	0	97	556	24	2	-1	
3	1	39	1	0	0	97	556	24	2	-1	
4	1	39	1	1	0	97	556	24	2	-1	
5	1	39	1	1	1	97	556	24	2	95.000000	 
2	1	40	0	0	0	665	556	87	4	-1	
3	1	40	1	0	0	665	556	87	4	-1	
4	1	40	1	1	0	665	556	87	4	-1	
5	1	40	1	1	1	665	556	87	4	95.000000	 
2	1	41	0	0	0	665	562	88	5	-1	
3	1	41	1	0	0	665	562	88	5	-1	
4	1	41	1	1	0	665	562	88	5	-1	
5	1	41	1	1	1	665	562	88	5	95.000000	 
2	1	42	0	0	0	92	566	33	2	-1	
3	1	42	1	0	0	92	566	33	2	-1	
4	1	42	1	1	0	92	566	33	2	-1	
5	1	42	1	1	1	92	566	33	2	95.000000	 
2	1	43	0	0	0	665	566	91	1	-1	
3	1	43	1	0	0	665	566	91	1	-1	
4	1	43	1	1	0	665	566	91	1	-1	
5	1	43	1	1	1	665	566	91	1	95.000000	 
2	1	44	0	0	0	0	705	199	41	-1	
3	1	44	1	0	0	0	705	199	41	-1	
4	1	44	1	1	0	0	705	199	41	-1	
5	1	44	1	1	1	0	710	17	31	49.450703	.
5	1	44	1	1	2	31	705	168	41	34.678337	ESR
2	1	45	0	0	0	570	888	2	24	-1	
3	1	45	1	0	0	570	888	2	24	-1	
4	1	45	1	1	0	570	888	2	24	-1	
5	1	45	1	1	1	570	888	2	24	95.000000	 
2	1	46	0	0	0	24	878	856	102	-1	
3	1	46	1	0	0	24	878	856	102	-1	
4	1	46	1	1	0	24	878	682	50	-1	
5	1	46	1	1	1	24	878	4	50	91.450241	|
5	1	46	1	1	2	385	892	35	22	48.997971	LU
5	1	46	1	1	3	457	892	89	30	92.849716	Agent
5	1	46	1	1	4	572	888	24	30	89.050781	&
5	1	46	1	1	5	616	886	90	32	27.580650	(#8)
4	1	46	1	2	0	134	944	746	36	-1	
5	1	46	1	2	1	134	944	82	32	36.437149	Fair
5	1	46	1	2	2	237	950	89	30	93.994011	Agent
5	1	46	1	2	3	360	946	2	28	94.943359	|
5	1	46	1	2	4	396	944	118	32	0.000000	ees)
5	1	46	1	2	5	558	946	2	28	94.558937	|
5	1	46	1	2	6	594	944	154	32	16.579514	SHS
5	1	46	1	2	7	798	944	82	32	16.579514	AERA
2	1	47	0	0	0	96	950	84	2	-1	
3	1	47	1	0	0	96	950	84	2	-1	
4	1	47	1	1	0	96	950	84	2	-1	
5	1	47	1	1	1	96	950	84	2	95.000000	 
2	1	48	0	0	0	728	950	86	2	-1	
3	1	48	1	0	0	728	950	86	2	-1	
